GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm034629t1	rnasm	8	orlog	100%	platyfish	100	0.094	okay	99	complete	46	Code	CodingOld	0
Funhe2EKm034631t1	rnasm	20	orlog	100%	medaka	100	0.119	okay	84	complete	72	Code	CodingOld	0
Funhe2EKm034632t1	rnasm	6	orlog	100%	platyfish	100	0.034	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm034633t1	rnasm	5	orlog	100%	platyfish	91	0.248	okay	92	complete	79	Code	CodingOld	0
Funhe2EKm034634t1	rnasm	7	orlog	100%	tilapia	96	0.087	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034635t1	rnasm	10	orlog	100%	platyfish	100	0.044	okay	86	complete	95	Code	CodingOld	0
Funhe2EKm034637t1	gmodel	0	noor	100%	tilapia	76	0.416	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm034638t1	rnasm	0.4	noor	0	na	24	NA	okay	100	complete	58	Code	CodingOld	0
Funhe2EKm034639t1	rnasm	0.6	noor	0	na	0	NA	okay	82	partial	81	Code	CodingNew	0
Funhe2EKm034640t1	rnasm	0.5	noor	30%	catfish	29	0.245	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm034641t1	rnasm	500	inpar	100%	platyfish	99	NA	okay	99	complete	88	Code	CodingOld	0
Funhe2EKm034643t1	rnasm	600	inpar	100%	platyfish	96	NA	okay	84	complete	97	Code	CodingOld	0
Funhe2EKm034644t1	rnasm	1	upar	52%	catfish	88	0.239	okay	100	partial	91	Code	Transposon	1
Funhe2EKm034645t1	rnasm	1	inpar	19%	medaka	91	NA	okay	89	complete	87	Code	CodingOld	0
Funhe2EKm034646t1	rnasm	1	inpar	18%	catfish	95	NA	okay	91	partial	51	Code	Transposon	1
Funhe2EKm034647t1	rnasm	30	inpar	100%	platyfish	96	NA	okay	94	complete	84	Code	CodingOld	0
Funhe2EKm034648t1	rnasm	10	inpar	92%	platyfish	100	NA	part	72	partial	100	Code	CodingOld	0
Funhe2EKm034649t1	v1mix	700	orlog	38%	platyfish	83	0.509	okay	100	complete	59	Unknown	CodingOld	0
Funhe2EKm034650t1	rnasm	10	orlog	100%	platyfish	100	0.066	okay	100	complete	87	Code	CodingOld	0
Funhe2EKm034651t1	rnasm	3	orlog	100%	mayzebr	100	0.298	okay	98	complete	88	Code	CodingOld	0
Funhe2EKm034652t1	gmodel	40	orlog	100%	tilapia	100	0.063	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm034653t1	rnasm	10	orlog	100%	platyfish	100	0.044	okay	94	complete	42	Code	CodingOld	0
Funhe2EKm034654t1	rnasm	4	orlog	93%	platyfish	100	0.195	okay	100	complete	56	Code	CodingOld	0
Funhe2EKm034655t1	rnasm	20	orlog	100%	platyfish	100	0.173	okay	100	complete	72	Code	CodingOld	0
Funhe2EKm034656t1	rnasm	5	orlog	100%	platyfish	98	0.111	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm034657t1	rnasm	10	orlog	91%	mayzebr	95	0.389	okay	98	complete	91	Code	CodingOld	0
Funhe2EKm034658t1	rnasm	10	orlog	100%	platyfish	99	0.072	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034659t1	rnasm	4	orlog	100%	platyfish	100	0.147	okay	100	partial	78	Code	CodingOld	0
Funhe2EKm034660t1	rnasm	20	orlog	100%	platyfish	100	0.038	okay	100	complete	65	Code	CodingOld	0
Funhe2EKm034661t1	rnasm	1	orlog	100%	platyfish	100	0.150	okay	100	partial	93	Code	CodingOld	1
Funhe2EKm034662t1	rnasm	0.07	noor	20%	tilapia	63	NA	okay	100	partial	92	Code	Transposon	1
Funhe2EKm034663t1	rnasm	20	orlog	100%	platyfish	100	0.126	okay	93	complete	61	Code	CodingOld	0
Funhe2EKm034664t1	v1mix	0.2	orlog	100%	platyfish	97	0.039	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm034665t1	rnasm	7	orlog	97%	platyfish	93	0.084	okay	80	complete	85	Code	CodingOld	0
Funhe2EKm034667t1	rnasm	20	orlog	100%	platyfish	100	0.079	okay	95	complete	94	Code	CodingOld	0
Funhe2EKm034668t1	rnasm	30	orlog	100%	platyfish	100	0.038	okay	97	complete	87	Code	CodingOld	0
Funhe2EKm034669t1	rnasm	9	orlog	100%	platyfish	98	0.485	okay	90	partial	99	Code	CodingOld	0
Funhe2EKm034670t1	rnasm	10	orlog	100%	platyfish	100	0.041	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm034671t1	rnasm	10	orlog	100%	platyfish	100	0.089	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm034673t1	rnasm	200	noor	0	na	64	NA	split	39	complete	48	Noncode	NoncodeOld	0
Funhe2EKm034674t1	rnasm	8	orlog	98%	mayzebr	100	0.173	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm034675t1	gmodel	10	noor	80%	platyfish	62	0.212	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm034676t1	rnasm	3	orlog	100%	mayzebr	100	0.016	okay	99	complete	76	Code	CodingOld	0
Funhe2EKm034678t1	rnasm	10000	orlog	83%	platyfish	100	0.204	split	98	complete	79	Code	CodingOld	0
Funhe2EKm034679t1	rnasm	4000	noor	12%	medaka	100	3.089	part	63	partial	99	Code	CodingOld	1
Funhe2EKm034680t1	rnasm	7	orlog	96%	platyfish	98	0.107	okay	100	complete	78	Code	CodingOld	0
Funhe2EKm034681t1	rnasm	5	orlog	100%	platyfish	100	0.061	part	66	complete	31	Code	CodingOld	0
Funhe2EKm034682t1	rnasm	10	orlog	100%	platyfish	100	0.005	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm034683t1	rnasm	10	noor	0	na	100	1.807	okay	99	complete	24	Code	CodingOld	0
Funhe2EKm034684t1	rnasm	8	orlog	95%	platyfish	100	0.157	okay	99	complete	62	Code	CodingOld	0
Funhe2EKm034685t1	rnasm	1	orlog	98%	tilapia	100	0.025	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034687t1	rnasm	30	orlog	100%	platyfish	71	NA	part	73	complete	65	Code	CodingOld	0
Funhe2EKm034688t1	gmodel	1	orlog	8%	tilapia	98	0.160	okay	100	complete	56	Code	CodingOld	0
Funhe2EKm034689t1	rnasm	10	orlog	100%	mayzebr	100	0.083	part	76	complete	91	Code	CodingOld	0
Funhe2EKm034690t1	rnasm	20	noor	0	na	100	NA	okay	100	complete	38	Noncode	NoncodeOld	1
Funhe2EKm034691t1	gmodel	20	orlog	100%	platyfish	85	0.086	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm034692t1	rnasm	10	orlog	98%	platyfish	100	0.045	okay	83	complete	83	Code	CodingOld	0
Funhe2EKm034693t1	rnasm	10	orlog	88%	platyfish	94	0.153	okay	84	complete	91	Code	CodingOld	0
Funhe2EKm034694t1	rnasm	20	orlog	100%	platyfish	100	0.077	okay	95	complete	78	Code	CodingOld	0
Funhe2EKm034695t1	rnasm	7	orlog	100%	tilapia	94	0.293	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm034699t1	rnasm	6	inpar	71%	zfish	100	NA	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm034700t1	rnasm	10	orlog	100%	platyfish	78	0.091	okay	88	complete	84	Code	CodingOld	0
Funhe2EKm034701t1	rnasm	50	orlog	100%	stickleback	99	0.202	okay	94	complete	71	Code	CodingOld	0
Funhe2EKm034702t1	rnasm	20	orlog	100%	platyfish	100	0.041	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm034703t1	rnasm	10	orlog	97%	platyfish	100	0.142	okay	90	complete	60	Code	CodingOld	0
Funhe2EKm034704t1	rnasm	20	orlog	100%	platyfish	100	0.364	okay	84	complete	80	Code	CodingOld	0
Funhe2EKm034706t1	gmodel	10	orlog	77%	mayzebr	66	0.133	okay	100	complete	24	Unknown	CodingOld	0
Funhe2EKm034707t1	rnasm	8	orlog	100%	platyfish	98	0.177	okay	93	complete	91	Code	CodingOld	0
Funhe2EKm034708t1	gmodel	20	orlog	100%	mayzebr	50	0.028	okay	100	complete	47	Noncode	CodingOld	0
Funhe2EKm034709t1	rnasm	20	orlog	100%	platyfish	100	0.243	okay	98	complete	80	Code	CodingOld	0
Funhe2EKm034710t1	rnasm	10	orlog	93%	platyfish	86	0.161	part	74	complete	87	Code	CodingOld	0
Funhe2EKm034711t1	rnasm	9	orlog	100%	platyfish	100	0.233	okay	94	complete	76	Code	CodingOld	0
Funhe2EKm034712t1	gmodel	1	upar	0	na	4	NA	okay	100	complete	93	Code	CodingNew	0
Funhe2EKm034713t1	v1mix	10	inpar	19%	catfish	41	NA	okay	100	complete	84	Code	Transposon	0
Funhe2EKm034714t1	rnasm	2	orlog	100%	platyfish	100	0.044	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm034715t1	rnasm	4	orlog	100%	platyfish	97	0.385	okay	100	complete	89	Code	CodingOld	0
Funhe2EKm034716t1	rnasm	30	orlog	100%	tilapia	80	0.252	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm034717t1	rnasm	1	orlog	100%	platyfish	100	0.086	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm034718t1	rnasm	100	orlog	100%	tilapia	100	0.139	okay	92	complete	82	Code	CodingOld	0
Funhe2EKm034719t1	rnasm	2000	orlog	99%	platyfish	94	0.123	split	99	partial	94	Code	CodingOld	0
Funhe2EKm034720t1	rnasm	100	orlog	98%	platyfish	100	0.019	okay	100	partial	68	Code	CodingOld	0
Funhe2EKm034721t1	rnasm	40	orlog	100%	platyfish	99	0.213	okay	88	partial	28	Code	CodingOld	0
Funhe2EKm034722t1	v1mix	10	noor	100%	platyfish	64	0.055	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm034723t1	rnasm	2	inpar	46%	zfish	89	NA	okay	100	complete	67	Noncode	Transposon	1
Funhe2EKm034724t1	rnasm	10	noor	100%	platyfish	76	0.062	okay	96	partial	31	Code	CodingOld	0
Funhe2EKm034725t1	v1mix	0.4	upar	0	na	0	NA	split	73	complete	81	Code	CodingNew	1
Funhe2EKm034726t1	rnasm	20	orlog	100%	platyfish	100	0.050	okay	86	complete	60	Code	CodingOld	0
Funhe2EKm034727t1	rnasm	8	orlog	100%	tilapia	100	0.007	okay	88	complete	66	Code	CodingOld	0
Funhe2EKm034728t1	rnasm	6	orlog	100%	platyfish	21	NA	okay	98	complete	83	Code	CodingOld	0
Funhe2EKm034730t1	rnasm	2	orlog	70%	platyfish	100	0.239	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm034731t1	rnasm	10	orlog	100%	mayzebr	100	0.070	okay	98	complete	29	Code	CodingOld	0
Funhe2EKm034732t1	v1mix	1	orlog	100%	tilapia	36	0.135	okay	100	complete	6	Code	CodingOld	0
Funhe2EKm034733t1	rnasm	0.9	noor	86%	platyfish	100	0.126	part	75	complete	78	Code	CodingOld	0
Funhe2EKm034734t1	rnasm	8	orlog	100%	tilapia	98	0.120	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm034735t1	gmodel	40	orlog	91%	platyfish	91	0.564	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm034736t1	rnasm	10	orlog	100%	platyfish	100	0.047	okay	100	complete	82	Code	CodingOld	0
Funhe2EKm034737t1	rnasm	7	noor	90%	tilapia	100	0.229	okay	80	complete	37	Code	CodingOld	0
Funhe2EKm034738t1	gmodel	2	orlog	99%	catfish	94	0.401	okay	100	complete	72	Code	CodingOld	0
Funhe2EKm034739t1	v1mix	10	noor	75%	mayzebr	100	NA	okay	100	partial	20	Noncode	CodingOld	1
Funhe2EKm034743t1	rnasm	20	orlog	94%	platyfish	98	0.074	okay	89	complete	93	Code	CodingOld	0
Funhe2EKm034744t1	rnasm	10	inpar	90%	platyfish	93	NA	part	64	complete	43	Code	CodingOld	0
Funhe2EKm034745t1	rnasm	4	inpar	83%	platyfish	98	NA	split	21	partial	64	Code	CodingOld	1
Funhe2EKm034746t1	rnasm	20	upar	28%	mayzebr	41	0.349	part	40	partial	67	Code	CodingOld	1
Funhe2EKm034748t1	rnasm	10	orlog	96%	platyfish	100	0.069	okay	91	partial	99	Code	CodingOld	0
Funhe2EKm034749t1	v1mix	0.3	inpar	60%	platyfish	95	NA	split	100	complete	83	Code	CodingOld	0
Funhe2EKm034750t1	rnasm	0.3	orlog	14%	tilapia	100	0.260	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034751t1	gmodel	0.4	orlog	59%	platyfish	96	0.517	okay	100	complete	93	Code	CodingOld	0
Funhe2EKm034752t1	rnasm	3	inpar	100%	platyfish	100	NA	okay	96	complete	71	Code	CodingOld	0
Funhe2EKm034753t1	rnasm	10	orlog	100%	medaka	100	0.044	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm034754t1	rnasm	0.6	orlog	100%	spotgar	100	0.072	okay	100	complete	46	Code	CodingOld	0
Funhe2EKm034755t1	rnasm	5	orlog	100%	platyfish	100	0.066	okay	87	complete	88	Code	CodingOld	0
Funhe2EKm034756t1	rnasm	5	orlog	100%	platyfish	93	0.183	part	76	complete	83	Code	CodingOld	0
Funhe2EKm034757t1	rnasm	10	orlog	100%	platyfish	100	0.235	okay	86	complete	68	Code	CodingOld	0
Funhe2EKm034758t1	rnasm	20	orlog	93%	platyfish	100	0.047	okay	82	complete	79	Code	CodingOld	0
Funhe2EKm034759t1	gmodel	0	noor	0	na	15	NA	okay	100	complete	2	Code	CodingNew	0
Funhe2EKm034760t1	gmodel	0	noor	0	na	62	NA	okay	100	complete	11	Noncode	NoncodeOld	0
Funhe2EKm034761t1	rnasm	0.7	noor	0	na	49	NA	okay	100	partial	37	Noncode	NoncodeOld	0
Funhe2EKm034762t1	rnasm	0.4	noor	41%	platyfish	100	0.146	okay	100	partial	79	Noncode	CodingOld	0
Funhe2EKm034765t1	rnasm	0.4	noor	61%	platyfish	99	0.228	okay	98	partial	99	Noncode	CodingOld	1
Funhe2EKm034766t1	rnasm	0.3	orlog	78%	mayzebr	97	0.234	okay	100	complete	57	Code	CodingOld	0
Funhe2EKm034767t1	rnasm	10	orlog	100%	platyfish	100	0.222	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm034768t1	rnasm	50	orlog	100%	platyfish	100	0.131	okay	96	complete	46	Code	CodingOld	0
Funhe2EKm034769t1	rnasm	9	orlog	100%	mayzebr	100	0.064	okay	99	partial	86	Code	CodingOld	0
Funhe2EKm034770t1	gmodel	1	orlog	92%	medaka	85	0.212	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm034771t1	rnasm	1	orlog	9%	mayzebr	100	0.287	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034772t1	rnasm	6	orlog	82%	mayzebr	95	0.379	okay	96	complete	78	Code	CodingOld	0
Funhe2EKm034773t1	rnasm	30	orlog	100%	platyfish	100	0.172	okay	92	complete	60	Code	CodingOld	0
Funhe2EKm034774t1	rnasm	50	orlog	100%	platyfish	100	0.068	okay	99	complete	63	Code	Transposon	0
Funhe2EKm034775t1	rnasm	3	orlog	100%	mayzebr	100	0.076	okay	83	complete	12	Code	CodingOld	0
Funhe2EKm034776t1	gmodel	0.1	orlog	10%	platyfish	95	0.523	okay	100	complete	69	Noncode	CodingOld	0
Funhe2EKm034777t1	gmodel	0.2	noor	2%	platyfish	60	0.251	okay	100	complete	22	Noncode	CodingOld	0
Funhe2EKm034778t1	gmodel	0.1	orlog	12%	platyfish	71	0.370	okay	100	complete	91	Code	CodingOld	0
Funhe2EKm034779t1	gmodel	0.3	orlog	72%	platyfish	94	0.212	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm034780t1	gmodel	0.4	orlog	96%	platyfish	62	0.083	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm034781t1	rnasm	10	orlog	100%	platyfish	90	0.050	okay	98	partial	48	Code	CodingOld	0
Funhe2EKm034782t1	rnasm	10	orlog	100%	platyfish	76	0.083	okay	89	complete	85	Code	CodingOld	0
Funhe2EKm034783t1	gmodel	2	orlog	12%	mayzebr	60	0.232	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm034784t1	rnasm	1	orlog	100%	platyfish	100	0.034	okay	100	complete	58	Code	CodingOld	0
Funhe2EKm034785t1	rnasm	30	orlog	100%	platyfish	100	0.059	okay	100	complete	87	Code	CodingOld	0
Funhe2EKm034786t1	rnasm	0.8	orlog	85%	tilapia	96	0.096	part	55	partial	67	Code	CodingOld	0
Funhe2EKm034787t1	gmodel	3	orlog	100%	tilapia	100	0.070	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm034788t1	rnasm	5	orlog	100%	mayzebr	83	0.140	okay	100	partial	35	Code	CodingOld	0
Funhe2EKm034789t1	rnasm	3	orlog	100%	mayzebr	97	0.123	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm034790t1	rnasm	70	orlog	100%	platyfish	100	0.164	okay	100	partial	48	Code	CodingOld	0
Funhe2EKm034791t1	rnasm	30	orlog	100%	platyfish	100	0.078	okay	99	complete	67	Code	CodingOld	0
Funhe2EKm034792t1	rnasm	10	orlog	100%	platyfish	100	0.087	okay	98	complete	79	Code	CodingOld	0
Funhe2EKm034793t1	rnasm	10	orlog	100%	platyfish	98	0.061	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm034794t1	rnasm	10	orlog	48%	medaka	100	0.076	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm034795t1	rnasm	3	orlog	100%	platyfish	100	0.060	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm034797t1	rnasm	4	orlog	100%	mayzebr	100	0.324	okay	98	complete	55	Code	CodingOld	0
Funhe2EKm034798t1	rnasm	5	orlog	100%	mayzebr	100	0.363	okay	99	complete	80	Code	CodingOld	1
Funhe2EKm034799t1	rnasm	50	orlog	100%	platyfish	99	0.046	okay	84	partial	100	Code	CodingOld	0
Funhe2EKm034800t1	rnasm	30	orlog	100%	platyfish	100	0.160	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034801t1	rnasm	10	orlog	100%	mayzebr	100	0.077	okay	99	complete	79	Code	CodingOld	0
Funhe2EKm034802t1	rnasm	10	orlog	100%	platyfish	100	0.130	okay	94	partial	23	Code	CodingOld	0
Funhe2EKm034803t1	rnasm	1	orlog	99%	mayzebr	100	0.351	part	38	complete	86	Code	CodingOld	0
Funhe2EKm034804t1	rnasm	10	orlog	100%	platyfish	96	0.237	okay	93	complete	25	Code	Transposon	0
Funhe2EKm034805t1	rnasm	30	orlog	100%	mayzebr	100	0.114	okay	99	complete	71	Code	CodingOld	0
Funhe2EKm034806t1	rnasm	0.4	upar	16%	tetraodon	64	NA	okay	86	complete	49	Code	Transposon	0
Funhe2EKm034807t1	rnasm	2	orlog	100%	platyfish	99	0.025	split	100	complete	81	Code	CodingOld	0
Funhe2EKm034810t1	rnasm	10	orlog	78%	mayzebr	99	0.216	okay	98	complete	64	Code	CodingOld	0
Funhe2EKm034811t1	rnasm	0.7	noor	78%	catfish	68	NA	part	27	partial	97	Noncode	CodingOld	1
Funhe2EKm034813t1	rnasm	0.7	orlog	99%	platyfish	93	0.187	part	54	complete	15	Code	Transposon	1
Funhe2EKm034814t1	rnasm	0.7	noor	15%	mayzebr	44	NA	split	100	partial	100	Noncode	NoncodeOld	0
Funhe2EKm034816t1	rnasm	1	noor	36%	medaka	33	0.222	part	62	complete	36	Noncode	CodingOld	0
Funhe2EKm034819t1	rnasm	8	upar	13%	UniProt	0	NA	okay	100	partial	70	Code	CodingNew	1
Funhe2EKm034824t1	rnasm	0.6	inpar	38%	zfish	49	NA	okay	83	partial	90	Code	CodingOld	0
Funhe2EKm034827t1	rnasm	10	orlog	100%	tilapia	97	0.040	okay	97	complete	69	Code	CodingOld	0
Funhe2EKm034828t1	rnasm	2	noor	0	na	0	NA	part	73	complete	36	Noncode	NoncodeNew	0
Funhe2EKm034831t1	rnasm	1	noor	0	na	41	NA	okay	88	complete	60	Noncode	NoncodeOld	0
Funhe2EKm034832t1	rnasm	30	orlog	89%	tilapia	96	0.525	split	98	complete	85	Code	CodingOld	1
Funhe2EKm034836t1	gmodel	0.2	noor	16%	platyfish	22	0.164	okay	100	complete	18	Code	Transposon	0
Funhe2EKm034837t1	gmodel	50	inpar	69%	tilapia	42	NA	okay	100	complete	31	Code	Transposon	0
Funhe2EKm034838t1	rnasm	9	orlog	98%	mayzebr	99	0.105	okay	98	partial	60	Code	CodingOld	0
Funhe2EKm034839t1	rnasm	8	orlog	97%	platyfish	100	0.220	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm034841t1	rnasm	5	orlog	100%	platyfish	100	0.090	okay	99	complete	57	Code	CodingOld	0
Funhe2EKm034842t1	rnasm	0.4	upar	0	na	0	NA	part	74	partial	85	Code	CodingNew	0
Funhe2EKm034843t1	rnasm	70	orlog	100%	mayzebr	100	0.132	okay	100	partial	49	Code	CodingOld	0
Funhe2EKm034846t1	rnasm	20	orlog	100%	zfish	83	0.115	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm034847t1	rnasm	2	orlog	100%	platyfish	100	0.128	okay	85	complete	54	Code	CodingOld	0
Funhe2EKm034848t1	rnasm	40	orlog	100%	mayzebr	100	0.105	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm034849t1	rnasm	30	noor	65%	mayzebr	100	0.079	part	42	partial	75	Code	CodingOld	1
Funhe2EKm034850t1	rnasm	10	orlog	87%	platyfish	100	0.083	part	46	partial	88	Code	CodingOld	1
Funhe2EKm034853t1	rnasm	8	orlog	100%	tilapia	100	4.504	okay	89	complete	80	Code	CodingOld	0
Funhe2EKm034855t1	rnasm	6	orlog	100%	mayzebr	98	0.131	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm034856t1	rnasm	9	orlog	100%	platyfish	95	0.184	okay	100	complete	50	Code	CodingOld	0
Funhe2EKm034859t1	rnasm	5	orlog	100%	platyfish	100	0.328	okay	92	complete	82	Code	CodingOld	0
Funhe2EKm034861t1	rnasm	0.3	noor	63%	platyfish	33	NA	part	75	partial	75	Code	CodingOld	0
Funhe2EKm034862t1	rnasm	40	orlog	100%	platyfish	91	0.148	split	100	complete	60	Code	CodingOld	0
Funhe2EKm034863t1	rnasm	10	orlog	100%	platyfish	95	0.579	okay	89	complete	75	Code	CodingOld	0
Funhe2EKm034866t1	rnasm	20	orlog	100%	platyfish	100	0.107	okay	96	complete	86	Code	CodingOld	0
Funhe2EKm034867t1	rnasm	7	orlog	100%	platyfish	96	0.078	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm034869t1	rnasm	6	orlog	100%	platyfish	96	0.224	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm034870t1	rnasm	10	orlog	100%	platyfish	99	0.040	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm034872t1	rnasm	1000	orlog	100%	mayzebr	100	0.091	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm034874t1	rnasm	2	orlog	100%	platyfish	100	0.245	okay	94	complete	80	Code	CodingOld	0
Funhe2EKm034875t1	rnasm	8	orlog	100%	stickleback	100	0.085	okay	94	complete	85	Code	CodingOld	0
Funhe2EKm034876t1	rnasm	8	orlog	100%	platyfish	95	0.113	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm034879t1	rnasm	0.7	orlog	61%	mayzebr	98	0.230	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm034881t1	rnasm	200	noor	0	na	53	NA	okay	100	partial	35	Code	CodingOld	0
Funhe2EKm034882t1	rnasm	1	orlog	100%	platyfish	100	0.458	okay	100	complete	35	Code	CodingOld	0
Funhe2EKm034885t1	rnasm	0.6	inpar	0	na	31	NA	part	70	complete	46	Code	CodingOld	0
Funhe2EKm034886t1	rnasm	1	noor	60%	mayzebr	70	0.072	part	59	complete	61	Code	CodingOld	0
Funhe2EKm034888t1	v1mix	7	upar	7%	zfish	75	NA	okay	100	partial	24	Noncode	Transposon	1
Funhe2EKm034891t1	rnasm	0.6	inpar	0	na	0	NA	okay	100	partial	15	Code	CodingOld	0
Funhe2EKm034892t1	rnasm	20	upar	0	na	0	NA	okay	100	partial	94	Code	CodingNew	1
Funhe2EKm034894t1	gmodel	2	noor	47%	medaka	77	0.534	okay	100	complete	51	Code	CodingOld	1
Funhe2EKm034896t1	gmodel	0.06	orlog	99%	platyfish	79	0.309	okay	100	complete	78	Code	CodingOld	1
Funhe2EKm034897t1	rnasm	60	inpar	98%	tilapia	99	NA	okay	97	partial	59	Code	CodingOld	0
Funhe2EKm034898t1	v1mix	70	inpar	95%	tilapia	48	NA	okay	100	partial	57	Code	CodingOld	0
Funhe2EKm034899t1	rnasm	1	noor	26%	platyfish	79	0.149	okay	100	partial	68	Code	CodingOld	0
Funhe2EKm034900t1	rnasm	7	orlog	100%	platyfish	100	1.779	okay	93	complete	89	Code	CodingOld	0
Funhe2EKm034901t1	rnasm	10	orlog	81%	platyfish	94	0.188	okay	94	complete	41	Code	CodingOld	0
Funhe2EKm034903t1	rnasm	9	orlog	100%	tilapia	92	0.171	okay	98	complete	45	Code	CodingOld	0
Funhe2EKm034904t1	rnasm	10	orlog	100%	mayzebr	100	0.052	okay	100	complete	91	Code	CodingOld	0
Funhe2EKm034905t1	v1mix	0.7	orlog	78%	platyfish	65	0.167	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm034906t1	rnasm	1	noor	60%	mayzebr	94	0.047	part	40	partial	26	Code	CodingOld	1
Funhe2EKm034907t1	rnasm	60	orlog	100%	platyfish	98	0.227	split	100	complete	83	Code	CodingOld	0
Funhe2EKm034908t1	v1mix	90	orlog	100%	zfish	78	NA	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm034909t1	rnasm	40	orlog	100%	platyfish	82	0.157	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm034910t1	rnasm	20	orlog	99%	platyfish	99	0.182	okay	97	complete	48	Code	CodingOld	0
Funhe2EKm034911t1	rnasm	200	orlog	98%	tilapia	53	0.203	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm034912t1	rnasm	10	orlog	100%	tilapia	100	0.085	okay	93	complete	86	Code	CodingOld	0
Funhe2EKm034913t1	rnasm	1	noor	100%	platyfish	83	0.060	okay	100	partial	17	Code	CodingOld	0
Funhe2EKm034914t1	rnasm	1	orlog	99%	platyfish	91	0.061	okay	100	complete	87	Code	CodingOld	0
Funhe2EKm034915t1	rnasm	10	orlog	100%	platyfish	95	0.213	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm034916t1	rnasm	7	orlog	100%	platyfish	100	0.164	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm034917t1	gmodel	0.9	orlog	100%	platyfish	85	0.081	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm034918t1	rnasm	2	orlog	100%	mayzebr	100	0.118	okay	100	complete	32	Code	CodingOld	0
Funhe2EKm034920t1	rnasm	1	noor	0	na	10	NA	okay	100	complete	80	Code	CodingNew	0
Funhe2EKm034921t1	v1mix	80	orlog	100%	platyfish	93	0.057	okay	100	complete	48	Code	CodingOld	0
Funhe2EKm034922t1	rnasm	6	orlog	100%	mayzebr	100	0.050	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm034923t1	rnasm	2	orlog	100%	platyfish	96	0.095	part	71	complete	92	Code	CodingOld	0
Funhe2EKm034924t1	rnasm	10	orlog	100%	platyfish	100	0.090	okay	98	complete	32	Code	CodingOld	0
Funhe2EKm034925t1	rnasm	9	noor	0	na	0	NA	okay	100	complete	93	Code	CodingNew	1
Funhe2EKm034926t1	rnasm	4	orlog	98%	mayzebr	100	0.084	okay	100	complete	52	Code	CodingOld	0
